field_146022_i,field_146022_i,net/minecraft/tileentity/TileEntityDispenser
field_151496_k,field_151496_k,net/minecraft/entity/ai/EntityAIAttackOnCollide
field_149989_a,field_149989_a,net/minecraft/block/BlockCocoa
field_75482_h,doorOpeningRestrictionCounter,net/minecraft/village/VillageDoorInfo
field_147481_N,field_147481_N,net/minecraft/world/World
field_75675_d,watched,net/minecraft/entity/DataWatcher$WatchableObject
field_82860_h,theWorld,net/minecraft/inventory/ContainerRepair
field_70577_ar,currentFootSteps,net/minecraft/client/particle/EntityFootStepFX
field_147006_u,theSlot,net/minecraft/client/gui/inventory/GuiContainer
field_146165_q,field_146165_q,net/minecraft/client/gui/GuiLabel
field_75334_a,closestEntity,net/minecraft/entity/ai/EntityAIWatchClosest
field_111265_b,followRange,net/minecraft/entity/SharedMonsterAttributes
field_74746_b,tagType,net/minecraft/nbt/NBTTagList
field_76281_a,mapColorArray,net/minecraft/block/material/MapColor
field_146121_g,height,net/minecraft/client/gui/GuiButton
field_74333_Y,gammaSetting,net/minecraft/client/settings/GameSettings
Initialized,Initialized,net/minecraft/client/stream/ChatController$ChatState
field_78222_l,wingTip,net/minecraft/client/model/ModelDragon
field_78099_e,flippingPageRight,net/minecraft/client/model/ModelBook
field_82904_b,field_82904_b,net/minecraft/client/model/ModelWither
field_75178_e,theMerchant,net/minecraft/inventory/ContainerMerchant
field_73245_g,loadedChunks,net/minecraft/world/gen/ChunkProviderServer
field_151673_t,yellowColor,net/minecraft/block/material/MapColor
Wanderer,Wanderer,net/minecraft/entity/item/EntityPainting$EnumArt
field_151153_ao,golden_apple,net/minecraft/init/Items
field_151152_bP,fireworks,net/minecraft/init/Items
field_78332_c,scaledWidthD,net/minecraft/client/gui/ScaledResolution
field_74267_a,mcServer,net/minecraft/server/MinecraftServer$1
field_100013_f,isPotionDurationMax,net/minecraft/potion/PotionEffect
field_110194_bu,lastEntityToAttack,net/minecraft/entity/monster/EntityEnderman
field_78103_a,boatSides,net/minecraft/client/model/ModelBoat
field_110868_f,ghastShootingTextures,net/minecraft/client/renderer/entity/RenderGhast
OSX,OSX,net/minecraft/util/Util$EnumOS
field_151081_bc,melon_seeds,net/minecraft/init/Items
field_75779_e,tickRate,net/minecraft/entity/ai/EntityAITasks
field_146561_C,field_146561_C,net/minecraft/client/gui/achievement/GuiAchievements
field_151038_n,wooden_shovel,net/minecraft/init/Items
field_152865_a,field_152865_a,net/minecraft/client/stream/BroadcastController
field_76423_b,field_76423_b,net/minecraft/potion/Potion
field_78894_e,maxY,net/minecraft/world/gen/structure/StructureBoundingBox
field_150325_L,wool,net/minecraft/init/Blocks
field_110445_I,macDisplayModes,net/minecraft/client/Minecraft
field_148215_p,field_148215_p,net/minecraft/client/gui/achievement/GuiStats$Stats
digger,digger,net/minecraft/enchantment/EnumEnchantmentType
field_77785_bY,potionEffect,net/minecraft/item/Item
field_72649_j,serverSocket,net/minecraft/network/rcon/RConThreadMain
field_151061_bv,ender_eye,net/minecraft/init/Items
field_148242_b,field_148242_b,net/minecraft/client/gui/MapItemRenderer$Instance
field_152884_t,field_152884_t,net/minecraft/client/stream/BroadcastController
field_76436_u,poison,net/minecraft/potion/Potion
field_76025_q,onARail,net/minecraft/stats/AchievementList
field_147403_d,field_147403_d,net/minecraft/client/network/OldServerPinger$1
field_150794_a,field_150794_a,net/minecraft/network/PacketBuffer
field_78724_e,renderEngine,net/minecraft/client/renderer/entity/RenderManager
field_77332_c,protection,net/minecraft/enchantment/Enchantment
field_145989_m,lidAngle,net/minecraft/tileentity/TileEntityChest
field_149423_b,field_149423_b,net/minecraft/network/play/client/C0APacketAnimation
field_152798_f,field_152798_f,net/minecraft/client/resources/SkinManager
field_82373_c,directions,net/minecraft/util/Direction
field_78414_p,hasBrightness,net/minecraft/client/renderer/Tessellator
field_73105_c,field_73105_c,net/minecraft/world/demo/DemoWorldManager
field_110978_o,maxV,net/minecraft/client/renderer/texture/TextureAtlasSprite
field_148583_c,field_148583_c,net/minecraft/client/audio/SoundList$SoundEntry$Type
field_78242_c,texturePositionY,net/minecraft/client/model/PositionTextureVertex
field_147038_v,field_147038_v,net/minecraft/client/gui/GuiMerchant
field_147627_d,field_147627_d,net/minecraft/client/util/QuadComparator
field_71462_r,currentScreen,net/minecraft/client/Minecraft
field_110840_a,endermanEyesTexture,net/minecraft/client/renderer/entity/RenderEnderman
field_77344_u,punch,net/minecraft/enchantment/Enchantment
field_110351_G,field_110351_G,net/minecraft/client/gui/GuiMainMenu
field_71467_ac,rightClickDelayTimer,net/minecraft/client/Minecraft
field_110533_b,srResourceLocation,net/minecraft/client/resources/SimpleResource
field_74515_c,keyDescription,net/minecraft/client/settings/KeyBinding
LEGACY,LEGACY,net/minecraft/util/Session$Type
field_148336_b,rand,net/minecraft/util/EnchantmentNameParts
field_150944_b,field_150944_b,net/minecraft/item/ItemColored
field_149232_d,field_149232_d,net/minecraft/network/play/server/S2APacketParticles
field_150640_aD,field_150640_aD,net/minecraft/world/biome/BiomeGenTaiga
field_110330_c,widgetsTexPath,net/minecraft/client/gui/GuiIngame
field_146012_l,levels,net/minecraft/tileentity/TileEntityBeacon
field_147127_av,mcSoundHandler,net/minecraft/client/Minecraft
field_149357_a,field_149357_a,net/minecraft/network/play/server/S0DPacketCollectItem
field_72595_f,requestIdAsString,net/minecraft/network/rcon/RConThreadQuery$Auth
field_147062_A,searchField,net/minecraft/client/gui/inventory/GuiContainerCreative
field_120038_b,field_120038_b,net/minecraft/server/gui/StatsComponent
field_147412_i,field_147412_i,net/minecraft/client/multiplayer/ServerData
field_149815_a,field_149815_a,net/minecraft/block/BlockDynamicLiquid
field_146580_a,logger,net/minecraft/client/gui/GuiWinGame
field_76374_o,isUnblockable,net/minecraft/util/DamageSource
field_70746_aG,landMovementFactor,net/minecraft/entity/EntityLivingBase
field_76814_c,chunk_X,net/minecraft/world/biome/BiomeDecorator
field_76510_l,trunkSize,net/minecraft/world/gen/feature/WorldGenBigTree
field_147635_d,logger,net/minecraft/client/renderer/texture/TextureMap
ACCEPTED,ACCEPTED,net/minecraft/server/network/NetHandlerLoginServer$LoginState
field_110622_a,resourcePackFilter,net/minecraft/client/resources/ResourcePackRepository
field_76637_e,worldObj,net/minecraft/world/chunk/Chunk
field_150010_M,field_150010_M,net/minecraft/block/BlockDirt
field_73194_b,noiseGen5,net/minecraft/world/gen/ChunkProviderEnd
STREAM_BYTES_PER_PIXEL,STREAM_BYTES_PER_PIXEL,net/minecraft/client/settings/GameSettings$Options
field_85075_d,stackTrace,net/minecraft/crash/CrashReportCategory
field_146571_z,field_146571_z,net/minecraft/client/gui/achievement/GuiAchievements
field_76834_x,waterlilyGen,net/minecraft/world/biome/BiomeDecorator
field_70178_ae,isImmuneToFire,net/minecraft/entity/Entity
field_77577_c,recipeHeight,net/minecraft/item/crafting/ShapedRecipes
field_147069_w,field_147069_w,net/minecraft/client/gui/GuiEnchantment
field_149785_s,canBlockGrass,net/minecraft/block/Block
field_75163_j,posZ,net/minecraft/inventory/ContainerWorkbench
field_72640_t,time,net/minecraft/network/rcon/RConThreadQuery
field_76649_t,queuedLightChecks,net/minecraft/world/chunk/Chunk
visible,visible,net/minecraft/realms/RealmsEditBox
field_150736_d,attrKeyReceivable,net/minecraft/network/NetworkManager
field_150278_b,children,net/minecraft/util/ChatComponentTranslation
field_146394_i,field_146394_i,net/minecraft/client/gui/GuiCreateFlatWorld
field_149592_c,field_149592_c,net/minecraft/network/play/client/C12PacketUpdateSign
field_146505_f,field_146505_f,net/minecraft/client/gui/GuiScreenOptionsSounds
field_76891_c,biomes,net/minecraft/world/biome/BiomeCache$Block
field_73725_b,mc,net/minecraft/client/LoadingScreenRenderer
field_150479_bC,tripwire_hook,net/minecraft/init/Blocks
field_150480_ab,fire,net/minecraft/init/Blocks
field_152408_R,field_152408_R,net/minecraft/client/settings/GameSettings
field_78541_x,mouseFilterDummy1,net/minecraft/client/renderer/EntityRenderer
field_94323_h,maxTileDimension,net/minecraft/client/renderer/texture/Stitcher
field_110291_bB,horseMarkingTextures,net/minecraft/entity/passive/EntityHorse
field_73214_a,noiseGen5,net/minecraft/world/gen/ChunkProviderGenerate
field_147214_a,field_147214_a,net/minecraft/client/particle/EffectRenderer$1
field_75014_c,strongholdRoomCrossingChestContents,net/minecraft/world/gen/structure/StructureStrongholdPieces$RoomCrossing
field_70552_h,particleRed,net/minecraft/client/particle/EntityFX
field_150455_bV,powered_comparator,net/minecraft/init/Blocks
field_150456_au,stone_pressure_plate,net/minecraft/init/Blocks
field_71289_N,enableBonusChest,net/minecraft/server/MinecraftServer
field_96454_a,baseIcon,net/minecraft/client/renderer/IconFlipped
field_146354_r,field_146354_r,net/minecraft/client/gui/GuiYesNo
field_75260_b,targetVillager,net/minecraft/entity/ai/EntityAIPlay
field_78513_d,lightmapTexture,net/minecraft/client/renderer/EntityRenderer
field_77357_C,levelEnchantability,net/minecraft/enchantment/EnchantmentProtection
field_74931_h,structureVillageWeightedPieceList,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_152333_s,field_152333_s,net/minecraft/client/gui/stream/GuiTwitchUserMode
field_150704_a,action,net/minecraft/event/HoverEvent
field_146410_g,field_146410_g,net/minecraft/client/gui/GuiChat
field_149498_b,field_149498_b,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_152327_i,field_152327_i,net/minecraft/client/gui/stream/GuiStreamUnavailable
field_150392_bi,waterlily,net/minecraft/init/Blocks
field_150244_g,obfuscated,net/minecraft/util/ChatStyle
field_78511_f,torchFlickerDX,net/minecraft/client/renderer/EntityRenderer
field_110191_bu,field_110191_bu,net/minecraft/entity/monster/EntityPigZombie
field_110873_a,magmaCubeTextures,net/minecraft/client/renderer/entity/RenderMagmaCube
field_145910_i,field_145910_i,net/minecraft/tileentity/TileEntitySkull
field_150612_aC,field_150612_aC,net/minecraft/world/biome/BiomeGenForest$1
field_149958_a,field_149958_a,net/minecraft/block/BlockDaylightDetector
field_110476_b,frameWidth,net/minecraft/client/resources/data/AnimationMetadataSection
field_73167_f,noiseData3,net/minecraft/world/gen/ChunkProviderHell
field_110168_bw,leashedToEntity,net/minecraft/entity/EntityLiving
field_82234_d,conversionTime,net/minecraft/entity/monster/EntityZombie
field_78148_b,body,net/minecraft/client/model/ModelQuadruped
GRAY,GRAY,net/minecraft/util/EnumChatFormatting
field_146478_u,bookImageWidth,net/minecraft/client/gui/GuiScreenBook
field_147718_c,field_147718_c,net/minecraft/client/renderer/tileentity/TileEntityRendererChestHelper
field_75267_a,theEntityCreature,net/minecraft/entity/ai/EntityAIPanic
field_148100_d,field_148100_d,net/minecraft/client/shader/ShaderUniform
field_154356_b,field_154356_b,net/minecraft/realms/RealmsConnect$1
field_70928_h,field_70928_h,net/minecraft/entity/passive/EntityWolf
field_146143_q,field_146143_q,net/minecraft/client/gui/inventory/GuiBeacon$Button
field_148748_b,field_148748_b,net/minecraft/util/ObjectIntIdentityMap
field_147819_N,aoLightValueScratchXZNN,net/minecraft/client/renderer/RenderBlocks
field_149474_g,field_149474_g,net/minecraft/network/play/client/C03PacketPlayer
field_149185_c,field_149185_c,net/minecraft/network/play/server/S31PacketWindowProperty
field_70134_J,isInWeb,net/minecraft/entity/Entity
field_72313_a,typeOfHit,net/minecraft/util/MovingObjectPosition
field_148154_c,bottom,net/minecraft/client/gui/GuiSlot
field_75940_b,allStats,net/minecraft/stats/StatList
field_78154_a,sideModels,net/minecraft/client/model/ModelMinecart
previousScreen,previousScreen,net/minecraft/realms/RealmsBridge
field_147843_b,fancyGrass,net/minecraft/client/renderer/RenderBlocks
field_148002_c,staticShaderManager,net/minecraft/client/shader/ShaderManager
field_77529_c,socket,net/minecraft/client/multiplayer/ThreadLanServerPing
field_148164_v,field_148164_v,net/minecraft/client/gui/GuiSlot
field_150624_aF,field_150624_aF,net/minecraft/world/biome/BiomeGenMesa
field_70959_by,needsInitilization,net/minecraft/entity/passive/EntityVillager
field_78563_e,instance,net/minecraft/client/renderer/culling/ClippingHelperImpl
field_111203_a,moonPhaseFactors,net/minecraft/world/WorldProvider
field_147869_t,uvRotateNorth,net/minecraft/client/renderer/RenderBlocks
field_75867_c,pointMap,net/minecraft/pathfinding/PathFinder
field_152955_g,field_152955_g,net/minecraft/client/stream/TwitchStream
BACKWARDS,BACKWARDS,net/minecraft/realms/RealmsEditBox
field_110720_z,backRightHoof,net/minecraft/client/model/ModelHorse
field_149936_O,field_149936_O,net/minecraft/block/BlockFurnace
field_151122_aG,book,net/minecraft/init/Items
field_148303_c,field_148303_c,net/minecraft/client/gui/ServerListEntryNormal
field_150798_a,logger,net/minecraft/util/MessageSerializer
field_145930_m,field_145930_m,net/minecraft/tileentity/TileEntityEnchantmentTable
field_78805_m,childModels,net/minecraft/client/model/ModelRenderer
field_73091_c,gameType,net/minecraft/server/management/ItemInWorldManager
field_78112_f,bipedRightArm,net/minecraft/client/model/ModelBiped
field_149932_b,field_149932_b,net/minecraft/block/BlockFurnace
field_75449_e,matingTimeout,net/minecraft/entity/ai/EntityAIVillagerMate
field_110918_h,wolfCollarTextures,net/minecraft/client/renderer/entity/RenderWolf
field_74939_a,scatteredFeatureSizeX,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Feature
field_77024_a,renderWithColor,net/minecraft/client/renderer/entity/RenderItem
field_153048_f,field_153048_f,net/minecraft/client/stream/IngestServerTester
field_75588_h,numVillagers,net/minecraft/village/Village
field_150141_b,field_150141_b,net/minecraft/block/BlockStoneBrick
field_75057_g,structureCoords,net/minecraft/world/gen/structure/MapGenStronghold
field_151566_D,dragonEgg,net/minecraft/block/material/Material
field_147093_u,field_147093_u,net/minecraft/client/gui/GuiRepair
field_76417_J,statusIconIndex,net/minecraft/potion/Potion
field_76760_I,theBiomeDecorator,net/minecraft/world/biome/BiomeGenBase
field_73069_S,bonusChestContent,net/minecraft/world/WorldServer
field_150963_I,field_150963_I,net/minecraft/stats/AchievementList
field_146248_g,sentMessages,net/minecraft/client/gui/GuiNewChat
field_153067_y,field_153067_y,net/minecraft/client/stream/IngestServerTester
field_149536_a,field_149536_a,net/minecraft/network/play/client/C0FPacketConfirmTransaction
field_150039_M,field_150039_M,net/minecraft/block/BlockCake
field_72994_J,lightUpdateBlockList,net/minecraft/world/World
field_70989_bE,forceNewTarget,net/minecraft/entity/boss/EntityDragon
field_78183_b,wolfBody,net/minecraft/client/model/ModelWolf
field_75233_a,theMerchantInventory,net/minecraft/inventory/SlotMerchantResult
field_148851_c,field_148851_c,net/minecraft/network/play/server/S25PacketBlockBreakAnim
field_75974_d,decimalFormat,net/minecraft/stats/StatBase
field_147555_c,staticPlayerY,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher
field_70725_aQ,deathTime,net/minecraft/entity/EntityLivingBase
field_74325_U,debugCamEnable,net/minecraft/client/settings/GameSettings
field_96244_a,connectedDedicatedServer,net/minecraft/server/MinecraftServer$2
field_78226_h,frontLegTip,net/minecraft/client/model/ModelDragon
field_110906_m,butcherVillagerTextures,net/minecraft/client/renderer/entity/RenderVillager
field_147511_i,field_147511_i,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer
field_149998_a,field_149998_a,net/minecraft/block/BlockStainedGlass
field_151584_j,leaves,net/minecraft/block/material/Material
field_78102_a,coverRight,net/minecraft/client/model/ModelBook
field_77073_a,scale,net/minecraft/client/renderer/entity/RenderGiantZombie
field_153013_k,field_153013_k,net/minecraft/client/stream/ChatController
field_143038_b,field_143038_b,net/minecraft/world/gen/structure/MapGenStructureIO
WEATHER,WEATHER,net/minecraft/client/audio/SoundCategory
field_75517_m,canSwim,net/minecraft/pathfinding/PathNavigate
field_151677_p,quartzColor,net/minecraft/block/material/MapColor
field_146322_F,field_146322_F,net/minecraft/client/gui/GuiCreateWorld
field_152394_aV,field_152394_aV,net/minecraft/client/settings/GameSettings
field_152815_a,field_152815_a,net/minecraft/client/stream/BroadcastController$SwitchBroadcastState
field_82673_e,field_82673_e,net/minecraft/world/gen/structure/MapGenMineshaft
field_73018_p,prevThunderingStrength,net/minecraft/world/World
field_77930_k,gunpowderEffect,net/minecraft/potion/PotionHelper
field_73072_L,demoWorldSeed,net/minecraft/world/demo/DemoWorldServer
EMERALD,EMERALD,net/minecraft/item/Item$ToolMaterial
field_71086_bY,timeInPortal,net/minecraft/client/entity/EntityPlayerSP
field_75996_k,achievementDescription,net/minecraft/stats/Achievement
field_152176_i,field_152176_i,net/minecraft/client/gui/GuiScreenAddServer
field_74323_J,keyBindCommand,net/minecraft/client/settings/GameSettings
field_78536_aa,lightmapUpdateNeeded,net/minecraft/client/renderer/EntityRenderer
field_147624_h,depthBuffer,net/minecraft/client/shader/Framebuffer
field_72777_q,mc,net/minecraft/client/renderer/RenderGlobal
field_152478_a,field_152478_a,net/minecraft/network/NetworkStatistics
field_76987_f,shadowOpaque,net/minecraft/client/renderer/entity/Render
armor_legs,armor_legs,net/minecraft/enchantment/EnumEnchantmentType
field_71587_c,offsetsYForSide,net/minecraft/util/Facing
field_71169_cp,hasSetHealth,net/minecraft/client/entity/EntityClientPlayerMP
field_151065_br,blaze_powder,net/minecraft/init/Items
field_149823_b,field_149823_b,net/minecraft/block/BlockFarmland
field_76326_c,timestampList,net/minecraft/profiler/Profiler
field_152880_p,field_152880_p,net/minecraft/client/stream/BroadcastController
field_75369_e,movementSpeed,net/minecraft/entity/ai/EntityAIFleeSun
field_76530_d,metaLeaves,net/minecraft/world/gen/feature/WorldGenTrees
field_149765_K,slipperiness,net/minecraft/block/Block
field_75304_b,villageAgressorTarget,net/minecraft/entity/ai/EntityAIDefendVillage
field_72739_F,renderDistanceChunks,net/minecraft/client/renderer/RenderGlobal
field_78727_a,instance,net/minecraft/client/renderer/entity/RenderManager
field_152794_b,field_152794_b,net/minecraft/client/resources/SkinManager
field_151094_cf,record_blocks,net/minecraft/init/Items
field_78288_b,FONT_HEIGHT,net/minecraft/client/gui/FontRenderer
field_150351_n,gravel,net/minecraft/init/Blocks
field_149037_g,field_149037_g,net/minecraft/network/play/server/S0FPacketSpawnMob
field_147125_j,pointedEntity,net/minecraft/client/Minecraft
field_149215_d,field_149215_d,net/minecraft/network/play/server/S29PacketSoundEffect
field_148221_k,field_148221_k,net/minecraft/client/gui/achievement/GuiStats$StatsBlock
field_92022_t,field_92022_t,net/minecraft/client/gui/GuiMainMenu
field_149458_a,field_149458_a,net/minecraft/network/play/server/S18PacketEntityTeleport
field_82180_bT,previousEquipment,net/minecraft/entity/EntityLivingBase
field_149950_a,field_149950_a,net/minecraft/block/BlockEnchantmentTable
field_152761_c,field_152761_c,net/minecraft/util/ThreadSafeBoundList
field_146261_a,field_146261_a,net/minecraft/client/gui/achievement/GuiAchievement
field_150005_b,field_150005_b,net/minecraft/block/BlockWoodSlab
field_76386_o,damageSourceEntity,net/minecraft/util/EntityDamageSource
field_111180_a,horseHost,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy
field_94564_f,field_94564_f,net/minecraft/util/CombatEntry
field_72598_b,timestamp,net/minecraft/network/rcon/RConThreadQuery$Auth
field_145796_h,field_145796_h,net/minecraft/entity/projectile/EntityFireball
field_149944_M,field_149944_M,net/minecraft/block/BlockDispenser
field_70705_bn,newRotationPitch,net/minecraft/entity/EntityLivingBase
field_73036_L,entitySpawnQueue,net/minecraft/client/multiplayer/WorldClient
field_94601_a,bowPullIconNameArray,net/minecraft/item/ItemBow
field_82219_bJ,attackEntitySelector,net/minecraft/entity/boss/EntityWither
field_77579_b,recipeItems,net/minecraft/item/crafting/ShapelessRecipes
field_148739_a,field_148739_a,net/minecraft/client/audio/SoundEventAccessor
field_75170_j,posY,net/minecraft/inventory/ContainerEnchantment
field_148230_c,field_148230_c,net/minecraft/client/multiplayer/GuiConnecting$1
field_150714_e,field_150714_e,net/minecraft/network/NetworkManager$1
field_110875_f,ocelotTextures,net/minecraft/client/renderer/entity/RenderOcelot
field_151345_e,eventID,net/minecraft/block/BlockEventData
field_110931_c,RES_MAP_BACKGROUND,net/minecraft/client/renderer/ItemRenderer
field_149582_c,field_149582_c,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_74295_a,dateFormat,net/minecraft/util/ScreenShotHelper
field_75359_i,breakingTime,net/minecraft/entity/ai/EntityAIBreakDoor
field_147898_a,field_147898_a,net/minecraft/client/particle/EffectRenderer$2
field_148272_O,valueMax,net/minecraft/client/settings/GameSettings$Options
field_82576_c,generatorOptions,net/minecraft/world/storage/WorldInfo
field_150576_N,stoneBeach,net/minecraft/world/biome/BiomeGenBase
field_75384_e,field_75384_e,net/minecraft/entity/ai/EntityAIBeg
field_146631_B,field_146631_B,net/minecraft/client/gui/GuiSelectWorld
field_152404_N,field_152404_N,net/minecraft/client/settings/GameSettings
field_147060_v,field_147060_v,net/minecraft/client/gui/inventory/GuiContainerCreative
field_75256_b,lookX,net/minecraft/entity/ai/EntityAILookIdle
field_149285_h,field_149285_h,net/minecraft/network/play/server/S21PacketChunkData
field_147375_m,field_147375_m,net/minecraft/network/NetHandlerPlayServer
FBO_ENABLE,FBO_ENABLE,net/minecraft/client/settings/GameSettings$Options
SHOW_TEXT,SHOW_TEXT,net/minecraft/event/HoverEvent$Action
field_149509_b,field_149509_b,net/minecraft/network/play/client/C07PacketPlayerDigging
field_150596_a,height_Default,net/minecraft/world/biome/BiomeGenBase
field_146060_aG,field_146060_aG,net/minecraft/entity/projectile/EntityFishHook
field_74341_c,mouseSensitivity,net/minecraft/client/settings/GameSettings
field_147304_c,currentServerMaxPlayers,net/minecraft/client/network/NetHandlerPlayClient
field_150938_b,field_150938_b,net/minecraft/item/ItemBlock
field_110286_bQ,field_110286_bQ,net/minecraft/entity/passive/EntityHorse
field_147435_p,field_147435_p,net/minecraft/world/gen/ChunkProviderGenerate
field_110802_a,leashKnotTextures,net/minecraft/client/renderer/entity/RenderLeashKnot
field_153199_f,field_153199_f,net/minecraft/client/renderer/OpenGlHelper
field_151198_c,field_151198_c,net/minecraft/util/HttpUtil$1
field_150396_be,fence_gate,net/minecraft/init/Blocks
field_74352_v,enableVsync,net/minecraft/client/settings/GameSettings
field_85060_g,stacktrace,net/minecraft/crash/CrashReport
field_110702_R,horseLeftRein,net/minecraft/client/model/ModelHorse
field_78516_c,itemRenderer,net/minecraft/client/renderer/EntityRenderer
field_110189_bq,field_110189_bq,net/minecraft/entity/monster/EntityPigZombie
field_75100_b,isFlying,net/minecraft/entity/player/PlayerCapabilities
field_110626_a,resourceDomain,net/minecraft/util/ResourceLocation
field_146409_v,defaultInputFieldText,net/minecraft/client/gui/GuiChat
field_154342_b,field_154342_b,net/minecraft/realms/RealmsServerStatusPinger$1
field_150376_bx,wooden_slab,net/minecraft/init/Blocks
field_71322_p,tickables,net/minecraft/server/MinecraftServer
field_110186_bp,field_110186_bp,net/minecraft/entity/monster/EntityZombie
field_150679_e,nameMapping,net/minecraft/event/ClickEvent$Action
field_145824_a,field_145824_a,net/minecraft/entity/EntityMinecartCommandBlock
field_147709_v,theMapItemRenderer,net/minecraft/client/renderer/EntityRenderer
field_110270_bw,horseArmorTextures,net/minecraft/entity/passive/EntityHorse
field_94603_a,EMPTY_SLOT_NAMES,net/minecraft/item/ItemArmor
field_149178_c,field_149178_c,net/minecraft/network/play/server/S2FPacketSetSlot
MISS,MISS,net/minecraft/util/MovingObjectPosition$MovingObjectType
field_71070_bA,openContainer,net/minecraft/entity/player/EntityPlayer
field_72404_b,playerEntityList,net/minecraft/server/management/ServerConfigurationManager
field_72451_a,theDecitatedServer,net/minecraft/server/dedicated/DedicatedServer$1
SIZE_6,SIZE_6,net/minecraft/entity/Entity$EnumEntitySize
field_150401_cl,dark_oak_stairs,net/minecraft/init/Blocks
field_96321_w,formattingCodeMapping,net/minecraft/util/EnumChatFormatting
field_78094_a,modelTextureMap,net/minecraft/client/model/ModelBase
field_82826_b,statusBarTime,net/minecraft/entity/boss/BossStatus
field_149478_c,field_149478_c,net/minecraft/network/play/client/C03PacketPlayer
field_70123_F,isCollidedHorizontally,net/minecraft/entity/Entity
field_148034_c,shaderGroupName,net/minecraft/client/shader/ShaderGroup
field_77187_a,random,net/minecraft/world/Teleporter
field_71082_cx,field_71082_cx,net/minecraft/entity/player/EntityPlayer
field_82612_k,frontOffsetZ,net/minecraft/util/EnumFacing
field_151487_f,field_151487_f,net/minecraft/entity/ai/EntityAIOcelotSit
ERROR,ERROR,net/minecraft/client/stream/IStream$AuthFailureReason
field_75060_e,spawnList,net/minecraft/world/gen/structure/MapGenNetherBridge
field_148643_j,field_148643_j,net/minecraft/client/audio/MusicTicker$MusicType
field_78090_t,textureWidth,net/minecraft/client/model/ModelBase
field_150143_M,field_150143_M,net/minecraft/block/BlockStoneBrick
field_147925_b,field_147925_b,net/minecraft/client/renderer/entity/RenderItem$2
field_146996_I,field_146996_I,net/minecraft/client/gui/inventory/GuiContainer
field_82597_b,defaultObject,net/minecraft/util/RegistryDefaulted
field_70145_X,noClip,net/minecraft/entity/Entity
field_146642_y,field_146642_y,net/minecraft/client/gui/GuiSelectWorld
field_148168_r,selectedElement,net/minecraft/client/gui/GuiSlot
field_71337_q,gameType,net/minecraft/server/dedicated/DedicatedServer
field_70953_g,isPlaying,net/minecraft/entity/passive/EntityVillager
field_151185_q,field_151185_q,net/minecraft/stats/StatList
field_77141_i,isWorldTypeVersioned,net/minecraft/world/WorldType
field_147538_h,field_147538_h,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer
field_147877_p,minecraftRB,net/minecraft/client/renderer/RenderBlocks
field_152630_a,field_152630_a,net/minecraft/client/entity/AbstractClientPlayer$SwitchType
field_70156_m,preventEntitySpawning,net/minecraft/entity/Entity
field_148014_r,field_148014_r,net/minecraft/client/shader/ShaderManager
field_146970_i,field_146970_i,net/minecraft/client/gui/GuiScreenResourcePacks
field_77174_a,seed,net/minecraft/world/WorldSettings
field_73131_c,updateFrequency,net/minecraft/entity/EntityTrackerEntry
field_151652_H,lapisColor,net/minecraft/block/material/MapColor
field_75728_z,maxArtTitleLength,net/minecraft/entity/item/EntityPainting$EnumArt
field_146050_i,field_146050_i,net/minecraft/entity/projectile/EntityFishHook
field_151118_aC,brick,net/minecraft/init/Items
field_75437_f,longMemory,net/minecraft/entity/ai/EntityAIAttackOnCollide
field_70592_at,yOffs,net/minecraft/client/particle/EntityPickupFX
field_75479_b,posY,net/minecraft/village/VillageDoorInfo
field_147929_a,field_147929_a,net/minecraft/client/renderer/entity/RenderItem$1
field_145933_i,field_145933_i,net/minecraft/tileentity/TileEntityEnchantmentTable
field_73142_u,ticksSinceLastForcedTeleport,net/minecraft/entity/EntityTrackerEntry
field_147026_u,logger,net/minecraft/client/gui/inventory/GuiBeacon
field_151104_aV,bed,net/minecraft/init/Items
field_75452_a,villageObj,net/minecraft/entity/ai/EntityAIVillagerMate
field_151010_B,golden_sword,net/minecraft/init/Items
field_152453_c,field_152453_c,net/minecraft/nbt/NBTSizeTracker
field_146210_g,yPosition,net/minecraft/client/gui/GuiTextField
field_149541_a,field_149541_a,net/minecraft/network/play/client/C11PacketEnchantItem
field_78139_e,rightWing,net/minecraft/client/model/ModelChicken
field_151149_ai,golden_leggings,net/minecraft/init/Items
field_151148_bJ,map,net/minecraft/init/Items
field_151020_U,chainmail_helmet,net/minecraft/init/Items
field_70488_a,associatedChest,net/minecraft/inventory/InventoryEnderChest
field_148862_c,field_148862_c,net/minecraft/network/play/server/S35PacketUpdateTileEntity
field_111188_I,field_111188_I,net/minecraft/potion/Potion
field_75998_D,enchantments,net/minecraft/stats/AchievementList
field_151323_d,field_151323_d,net/minecraft/network/ServerStatusResponse
field_153063_u,field_153063_u,net/minecraft/client/stream/IngestServerTester
field_73716_a,theServer,net/minecraft/server/MinecraftServer$3
